title,content,url,sub_title,year
CRISPR/Cas9‐based genome engineering of zebrafish using a seamless integration strategy,"… In addition, transgenic animal technology, in which exogenous genes are integrated into the 
animal genome to be inherited and … Commonly used transgenic animal technologies, such 
as random insertion of exogenous DNA fragments into the animal genome, usually result in a …",https://faseb.onlinelibrary.wiley.com/doi/abs/10.1096/fj.201800077RR,"JJ Luo, WP Bian, Y Liu, HY Huang, Q Yin… - The FASEB …, 2018 - Wiley Online Library",2018
Plant virus genome is shaped by specific dinucleotide restrictions that influence viral infection,"… of animal viruses with high frequencies of CpG and UpA dinucleotides (14). Consequently, 
the observed CpG and UpA constraints in the genome of animal … Like the low content of UpA 
and CpG in animal viruses (see above), the low frequency of UpA observed in the genome of …",https://journals.asm.org/doi/abs/10.1128/mbio.02818-19,"A González de Prádena, A Sánchez Jimenez… - MBio, 2020 - Am Soc Microbiol",2020
Target-based drug discovery: is something wrong?,"… Targets will typically originate from population studies or from the human genome project; … 
producing a transgenic animal that carries the mutation to demonstrate that this animal has 
a … disease-relevant animal models are not available, moving a project into clinical testing …",https://www.sciencedirect.com/science/article/pii/S1359644604033161,"F Sams-Dodd - Drug discovery today, 2005 - Elsevier",2005
… multiplex PCR assays for the detection of adventitious bovine and porcine viral genome contaminants in the commercial vaccines and animal derived raw materials.,"see more details into the final products. Thus screening for adventitious virus/genome is 
part of quality control in manufacturing of biologicals. Various in-vitro and in-vivo detection 
assays assays Subject Category: Techniques, Methodologies and Equipment …",https://www.cabdirect.org/cabdirect/abstract/20143373014,"V Maroudam, K Chitra, BM Subramanian… - Journal of Veterinary …, 2014 - cabdirect.org",2014
The digital code of DNA,"… was largely stimulated by the throughput demands of the Human Genome Project (HGP), 
which officially started in 1990 following … of the human genome, a range of plant, animal and 
microbial genomes was sequenced and many more are currently being decoded. As genome …",https://www.nature.com/articles/nature01410,"L Hood, D Galas - Nature, 2003 - nature.com",2003
First Complete Genomic Sequence of a Rabies Virus from the Republic of Tajikistan Obtained Directly from a Flinders Technology Associates Card,"A brain homogenate derived from a rabid dog in the district of Tojikobod, Republic of 
Tajikistan, was applied to a Flinders Technology Associates (FTA) card. A full-genome 
sequence of rabies virus (RABV) was generated from the FTA card directly without extraction, …",https://journals.asm.org/doi/abs/10.1128/genomeA.00515-17,"H Goharriz, DA Marston, F Sharifzoda… - Genome …, 2017 - Am Soc Microbiol",2017
"Beyond the human genome: Microbes, metaphors and what it means to be human in an interconnected post-genomic world","… genome project”, this time focusing on the genomes of microbes that inhabit and populate 
humans rather than focusing on the human genome … From sequencing human and animal 
genomes, research went on to study their functions in functional genomics, compared them in …",https://www.tandfonline.com/doi/abs/10.1080/14636770802670233,"B Nerlich, I Hellsten - New Genetics and Society, 2009 - Taylor & Francis",2009
The genome of the blood fluke Schistosoma mansoni,"… Historically, anti-schistosomiasis agents were identified by in vivo screening in animal 
models. The S. mansoni genome project makes a more target-based approach to drug discovery 
feasible, and some promising leads have already emerged. These include a family of nuclear …",https://www.nature.com/articles/nature08160,"M Berriman, BJ Haas, PT LoVerde, RA Wilson… - Nature, 2009 - nature.com",2009
Nucleotide sequences provide evidence of genetic exchange among distantly related lineages of Trypanosoma cruzi,"… sequences from two nuclear genes and a region of the mitochondrial genome of 
Trypanosoma cruzi, the agent of Chagas9 disease. … cruzi genome project (CL Brener) is a 
hybrid. Well-supported gene genealogies show that mitochondrial and nuclear gene sequences …",https://www.pnas.org/content/98/13/7396.short,"CA Machado, FJ Ayala - Proceedings of the National …, 2001 - National Acad Sciences",2001
Genetic variations for egg quality of chickens at late laying period revealed by genome-wide association study,"… and are considered as an excellent source of animal protein. With the improvement of laying 
hens’ production performance, the laying age of commercial laying hens has been extended 
from the … The multi-traits general animal model was adopted in our analysis as follows: …",https://www.nature.com/articles/s41598-018-29162-7,"Z Liu, C Sun, Y Yan, G Li, F Shi, G Wu, A Liu, N Yang - Scientific reports, 2018 - nature.com",2018
Contribution of lateral gene transfers to the genome composition and parasitic ability of root-knot nematodes,"… Funding: This project received funding from the CNRS multidisciplinary program ‘Maladies 
Infectieuses Emergentes’. JP’s salary was … events and their evolutionary importance, both 
in the making of an animal genome and the emergence of plant-parasitism in nematodes. …",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0050875,"J Paganini, A Campan-Fournier, M Da Rocha… - PLoS …, 2012 - journals.plos.org",2012
Genetic diversity in farm animals–a review,"… Key challenges for the future include the development of methods for representative 
sampling of national animal populations to estimate … The content of the molecular project-specific 
databases described in this article is rather outdated. Updating of both main and project-…",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2052.2010.02038.x,"LF Groeneveld, JA Lenstra, H Eding, MA Toro… - Animal …, 2010 - Wiley Online Library",2010
"Genomics in C. elegans: so many genes, such a little worm","… ) and found to be remarkably consistent animal to animal. Investigators commonly sought 
to collect all genes affecting a certain trait … Significantly, the worm project also provided the 
model for the data release policies of the Human Genome Project. The worm genome project …",https://genome.cshlp.org/content/15/12/1651.short,"LDW Hillier, A Coulson, JI Murray, Z Bao… - Genome …, 2005 - genome.cshlp.org",2005
Sequencing the genome of the heirloom watermelon cultivar Charleston Gray,"… The data in this study elucidate the watermelon genome structure and can be used as a 
platform for further genome assembly and for development of genetic markers useful in 
breeding programs aiming to enhance disease or pest resistance in watermelon cultivars. …",https://www.ars.usda.gov/research/publications/publication/?seqNo115=262015,"A Levi, L Hernandez, J Thimmapuram… - … and Animal Genome …, 2011 - ars.usda.gov",2011
Cotesia plutellae bracovirus genome and its function in altering insect physiology,"… Polydnavirus is a group of animal DNA virus mutually associated with some ichneumonoid 
wasp. Its relatively large size of genome has … occurring due to the parasitism, which has 
driven the CpBV genome project. CpBV attains a typical bracovirus structure by its single unit …",https://www.sciencedirect.com/science/article/pii/S1226861508603519,"Y Kim, JY Choi, YH Je - Journal of Asia-Pacific Entomology, 2007 - Elsevier",2007
"The human genome, implications for oral health and diseases, and dental education","… genome sequence in front of us.” So how does this milestone affect the future of the oral health 
profession? In particular, how will the Human Genome Project … architecture of the human 
genome and, in parallel, that of infectious microbes, animal models, and plants with particular …",https://onlinelibrary.wiley.com/doi/abs/10.1002/j.0022-0337.2001.65.5.tb03416.x,"HC Slavkin - Journal of Dental Education, 2001 - Wiley Online Library",2001
The human microbiome project,"… The HMP is a logical conceptual and experimental extension of the Human Genome Project. 
The HMP is not a single project. It is an … The importance of the initial inoculating microbial 
community on the community composition at later stages is evident from animal studies. For …",https://www.nature.com/articles/nature06244,"PJ Turnbaugh, RE Ley, M Hamady, CM Fraser-Liggett… - Nature, 2007 - nature.com",2007
"A genome scan for quantitative trait loci influencing carcass, post‐natal growth and reproductive traits in commercial Angus cattle","… k, and e k is the random residual for each animal’s EPD. This analysis weighted residuals 
… phenotype for the kth animal and e k is the random residual for each animal’s phenotype. In 
… This project was supported by the University of Missouri and by National Research Initiative …",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2052.2010.02063.x,"MC McClure, NS Morsci, RD Schnabel, JW Kim… - Animal …, 2010 - Wiley Online Library",2010
The Human Microbiome Project: a community resource for the healthy human microbiome,"… After the Human Genome Project, interest grew in sequencing the “other genome"" of microbes 
carried in … animal models, will be critical to developing both the science and the technology 
that will allow us to alter our microbial genomes, far easier to alter than the host genome …",https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.1001377,"D Gevers, R Knight, JF Petrosino, K Huang… - 2012 - journals.plos.org",0
Unlocking the secrets of the genome,"… Human Genome Project was to produce high-quality sequences not just for the human genome 
but … These genome sequences have enabled researchers to carry out genetic and functional 
… , revealing new biological insights with broad relevance across the animal kingdom 3,4 . …",https://www.nature.com/articles/459927a,"SE Celniker, LAL Dillon, MB Gerstein, KC Gunsalus… - Nature, 2009 - nature.com",2009
African labs win major role in tsetse-fly genome project,"… The tsetse-flies, species of Glossina, carry trypanosome parasites that cause human sleeping 
sickness (African trypanosomiasis) and animal … The latter’s genome is full of repeat sequences 
and weighs in at some 7,000 million bases (Mb), or twice the size of the human genome. …",https://www.nature.com/articles/427384b,"D Butler - Nature, 2004 - nature.com",2004
Chicken genomics charts a path to the genome sequence,"… This is timely given the current intense activity centred on sequencing the complete genome 
of this model species. The genome project is … associated with behaviour have received 
more attention due to an increased concern for animal health and the environment.The use of …",https://academic.oup.com/bfg/article-abstract/3/1/60/237026,"DW Burt - Briefings in Functional Genomics, 2004 - academic.oup.com",2004
The personal genome project,"… What would we do if we were given our full genome tomorrow? We would first rank our 6 million 
differences relative to a reference genome, … Then, we would want to test these hypotheses 
with focused population association studies, animal models, and functional genomics on …",https://www.embopress.org/doi/full/10.1038/msb4100040,"GM Church - Molecular systems biology, 2005 - embopress.org",2005
The Human Genome Project,"… a project to decode the sequence of genes for all of the human genome by issuing grants 
and funding research programs. The project was … They would decide, for example, that the 
bones of one animal so closely resembled the bones of an earlier animal that the later animal …",https://www.google.com/books?hl=zh-CN&lr=&id=l5iliQ3yHaoC&oi=fnd&pg=PA5&dq=animal+genome+project&ots=QZ-XdY0P3e&sig=q9A4ItzHsBC-4PKcsuj_-FTD10k,J Toriello - 2002 - books.google.com,0
DNA marker technologies and their applications in aquaculture genetics,"… and exploit genetic variation in the entire genome. Popular genetic markers in the aquaculture 
… research progress made from the Human Genome Project and from other model species 
… catfish genome work has been supported by the USDA National Research Initiative Animal …",https://www.sciencedirect.com/science/article/pii/S0044848604002856,"ZJ Liu, JF Cordes - Aquaculture, 2004 - Elsevier",2004
The snail (Biomphalaria glabrata) genome project,"… the number and diversity of the organisms of this class in the animal kingdom, they are vastly 
underrepresented in this public domain. Only … glabrata genome project, the full-length AT-rich 
(74.6%) mitochondrial genome (13 670 nucleotides) of this species has been sequenced […",https://www.sciencedirect.com/science/article/pii/S1471492206000523,"N Raghavan, M Knight - Trends in parasitology, 2006 - Elsevier",2006
A case for a Glossina genome project,"… Transmission of trypanosomiasis requires four interacting organisms: the human host, the 
insect vector, the pathogenic parasite and the domestic and wild animal reservoirs. HAT is 
caused by the protozoan … rhodesiense, as well as being potent vectors for animal diseases. …",https://www.sciencedirect.com/science/article/pii/S1471492205000231,"S Aksoy, M Berriman, N Hall, M Hattori, W Hide… - Trends in …, 2005 - Elsevier",2005
"The Aphanomyces euteiches Genome Project: first genomic insights into the Aphanomyces genus, encompassing plant and animal pathogens","Oomycetes are filamentous eucaryotic organisms, phylogenetically distant from 'true fungi'and related to brown algae and diatoms. These microorganisms are responsible of many animal and plant diseases. Oomycetes are classified in two orders: Peronosporales …",https://hal.inrae.fr/hal-02748994/file/ACTE-Jobim2013_4.pdf#page=239,"J LENGELLÉ, H SAN CLÉMENTE, C KLOPP… - Volume 2/2 résumés … - hal.inrae.fr",0
The locust genome provides insight into swarm formation and long-distance flight,"… Here we present a draft 6.5 Gb genome sequence of Locusta migratoria, which is the largest 
animal genome sequenced so far. Our findings indicate that the large genome size of L. 
migratoria is likely to be because of transposable element proliferation combined with slow rates …",https://www.nature.com/articles/ncomms3957?origin=ppub,"X Wang, X Fang, P Yang, X Jiang, F Jiang… - Nature …, 2014 - nature.com",2014
Complete genome sequence of the acetic acid bacterium Gluconobacter oxydans,"… Moreover, the genome project revealed the unique biochemistry of G. oxydans with respect 
to the process of incomplete oxidation. … Here we report the complete genome sequence 
of G. oxydans 621H (DSM 2343). The genome data provide a rich source for metabolic …",https://www.nature.com/articles/nbt1062,"C Prust, M Hoffmeister, H Liesegang, A Wiezer… - Nature …, 2005 - nature.com",2005
Animal models of diabetes mellitus,"… Animal experimentation has a long history in the field of diabetes research. The aim of this 
article is to review the commonly used animal … It should also serve as a starting point for those 
wishing to embark on an animal‐based research project. Interested readers are pointed to …",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1464-5491.2005.01499.x,"DA Rees, JC Alcolado - Diabetic medicine, 2005 - Wiley Online Library",2005
Genome-wide association analysis for β-hydroxybutyrate concentration in Milk in Holstein dairy cattle,"… The aim of this study was to perform a genome-wide association study (GWAS) on the 
MIR-predicted milk BHB to identify genomic regions, genes and pathways potentially affecting 
subclinical ketosis in North American Holstein dairy cattle. Several significant regions were …",https://bmcgenomdata.biomedcentral.com/articles/10.1186/s12863-019-0761-9,"S Nayeri, F Schenkel, A Fleming… - BMC …, 2019 - bmcgenomdata.biomedcentral.com",2019
Reducing assembly complexity of microbial genomes with single-molecule sequencing,"… Genome assembly is the process of reconstructing a genome from many shorter sequencing 
reads [19–21]. It is typically formulated as … goal of reconstructing the original genome as 
faithfully as possible. Repeated sequence in the genome induces complexity in the graph and …",https://genomebiology.biomedcentral.com/articles/10.1186/gb-2013-14-9-r101,"S Koren, GP Harhay, TPL Smith… - Genome …, 2013 - genomebiology.biomedcentral.com",2013
Worlds within worlds: evolution of the vertebrate gut microbiota,"… However, the vertebrate gut microbiota is different from free-living communities that are not 
associated with animal body habitats. We propose that the recently initiated international Human 
Microbiome Project should strive to include a broad representation of humans, as well as …",https://www.nature.com/articles/nrmicro1978,"RE Ley, CA Lozupone, M Hamady, R Knight… - Nature Reviews …, 2008 - nature.com",2008
Contiguity of the Goat Genome Assembly Enables Comparative Analyses and Gene Discovery within the Repetitive Immune-Related Regions,"… Technical Abstract: Highly repetitive regions of the genome are notoriously difficult to assemble 
in whole genome sequencing attempts, … pressures, and as such, among the most quickly 
evolving regions of the genome. In the recent high-quality goat assembly (ARS1), we have …",https://www.ars.usda.gov/research/publications/publication/?seqNo115=358488,"J SCHWARTZ - Plant and Animal Genome XXVII Conference (January …, 2019 - ars.usda.gov",2019
Molecular analyses of mitochondrial pseudogenes within the nuclear genome of arvicoline rodents,"… Numts have been described in a variety of animal and plant taxa, but rodents are an 
appealing animal model for their study. In particular, rodent genomes evolve rapidly relative to 
other mammals at both the DNA sequence level and at the chromosomal level (Contreras et al. ; …",https://link.springer.com/article/10.1007/s10709-007-9145-6,"DA Triant, JA DeWoody - Genetica, 2008 - Springer",2008
Transcriptional enhancers: from properties to genome-wide predictions,"… The vast majority of enhancers in any animal genome and their spatiotemporal activities 
are unknown 8 as suggested by the small number of gene expression patterns that have 
been linked to specific enhancers 9,10 , the many disease-associated single-nucleotide …",https://www.nature.com/articles/nrg3682,"D Shlyueva, G Stampfel, A Stark - Nature Reviews Genetics, 2014 - nature.com",2014
"Livestock genome annotation: transcriptome and chromatin structure profiling in cattle, goat, chicken and pig","… In the context of the global domesticated animal genome annotation effort, lessons 
learned from this pilot project confirm conclusions drawn by the FAANG community regarding 
the challenges to be addressed in the future [12]. Furthermore, the mosaic nature of a global …",https://www.biorxiv.org/content/10.1101/316091v2.abstract,"S Foissac, S Djebali, K Munyard, N Vialaneix, A Rau… - bioRxiv, 2018 - biorxiv.org",2018
High throughput gene ontology functional annotation toolkit (Hit-Go-Fat) utilized for animal and plant,"Technical Abstract: With the growing popularity of functional genomics and the usefulness 
of visualization and functional classification schemes such as Gene Ontology (GO), Enzyme 
Commission numbers (EC), BioCarta Pathways, and Kyoto Encyclopedia of Genes and …",https://www.ars.usda.gov/research/publications/publication/?seqNo115=171404,"S Dowd, J Zaragoza - Plant and Animal Genome XIII Conference, San …, 2005 - ars.usda.gov",2005
The chicken genome,"… In addition, a BAC library was constructed from this line as part of the BAC physical mapping 
project [10]. Together with the genetic and physical maps of the … US poultry genome project 
… Supported national animal genome research programme to serve the poultry genome …",https://www.karger.com/Article/Abstract/95100,"DW Burt - Vertebrate genomes, 2006 - karger.com",2006
Animal models and human genome diversity: the pitfalls of inbred mice.,"… A map of human genome sequence variation containing 1.42 million single nucleotide 
polymorphisms. … Call for a worldwide survey of human genetic diversity: a vanishing 
opportunity for the Human Genome Project. … Of mice and genome sequence. …",https://europepmc.org/article/med/11470580,"D Gurwitz, A Weizman - Drug discovery today, 2001 - europepmc.org",2001
The Amphimedon queenslandica genome and the evolution of animal complexity,"… genome sequence of Amphimedon queenslandica, a demosponge from the Great Barrier 
Reef, and show that it is remarkably similar to other animal … We find 235 animal-specific 
protein domains and 769 animal-specific domain combinations that evolved along the metazoan …",https://www.nature.com/articles/nature09201,"M Srivastava, O Simakov, J Chapman, B Fahey… - Nature, 2010 - nature.com",2010
A review on SNP and other types of molecular markers and their use in animal genetics,"… Over 2 million SNPs were generated by the reduced representation shotgun (RRS), by the 
analysis of clone overlaps from the Human Genome Project and by the analysis of specific 
genes. Localisation was performed by comparison to the assembled human genome sequence …",https://www.gse-journal.org/articles/gse/abs/2002/03/g340301/g340301.html,"A Vignal, D Milan, M SanCristobal… - Genetics selection …, 2002 - gse-journal.org",2002
Rat genetics: attachign physiology and pharmacology to the genome,"… This project has benefited from strategies and technologies that have been developed and 
… and mouse genome-sequencing projects, which have allowed the Rat Genome Project to 
… animal models for the pharmaceutical industry and for the annotators of the human genome …",https://www.nature.com/articles/nrg702,"HJ Jacob, AE Kwitek - Nature reviews genetics, 2002 - nature.com",2002
Whole-genome sequencing of 234 bulls facilitates mapping of monogenic and complex traits in cattle,"… genomes project supports the goal of accelerating the rates of genetic gain in domestic cattle 
while at the same time considering animal … In the first phase of the 1000 bull genomes project, 
we sequenced the whole genomes of 234 cattle to an average of 8.3-fold coverage. This …",https://www.nature.com/articles/ng.3034,"HD Daetwyler, A Capitan, H Pausch, P Stothard… - Nature …, 2014 - nature.com",2014
The yak genome and adaptation to life at high altitude,"… The assembly metrics of the yak genome were comparable to those of other animal 
genome assemblies generated by next-generation … The yak whole-genome shotgun project 
has been deposited at the DNA Data Bank of Japan (DDBJ), the European Molecular Biology …",https://www.nature.com/articles/ng.2343,"Q Qiu, G Zhang, T Ma, W Qian, J Wang, Z Ye, C Cao… - Nature …, 2012 - nature.com",2012
Learning how to live together: genomic insights into prokaryote–animal symbioses,"Our understanding of prokaryote–eukaryote symbioses as a source of evolutionary 
innovation has been rapidly increased by the advent of genomics, which has made possible 
the biological study of uncultivable endosymbionts. Genomics is allowing the dissection of the …",https://www.nature.com/articles/nrg2319,"A Moya, J Peretó, R Gil, A Latorre - Nature Reviews Genetics, 2008 - nature.com",2008
Animal QTLdb: beyond a repository,"… To facilitate the comparison of QTL results across experiments, the Animal QTL database 
(QTLdb) was developed to house all published … They have greatly accelerated progress on 
this project. The authors are also in debt to Eric Ryan Fritz for his diligent effort as a data curator…",https://link.springer.com/article/10.1007/s00335-006-0105-8,"ZL Hu, JM Reecy - Mammalian Genome, 2007 - Springer",2007
Selection and use of SNP markers for animal identification and paternity analysis in US beef cattle,"… will be dependent on the success of the Human Genome Project in achieving this goal. … A 
prerequisite for using cattle SNPs in animal identification and paternity analysis is the … available 
through the efforts of the Human Genome Project, the results presented here will facilitate …",https://link.springer.com/article/10.1007/s00335-001-2146-3,"MP Heaton, GP Harhay, GL Bennett, RT Stone… - … genome, 2002 - Springer",2002
Genome sequence of the Brown Norway rat yields insights into mammalian evolution,"… Samuel Johnson’s 18 th century dictionary 2 defines rat as “an animal of the mouse kind that 
infests houses and ships”. Clearly, rats and … the NIH Human Genome Project 6 , requiring 
individual sequencing of a set of BACs comprising a tiling path covering the whole genome. …",https://authors.library.caltech.edu/74926/,"RA Gibbs, L Pachter - Nature, 2004 - authors.library.caltech.edu",2004
The buffalo genome and the application of genomics in animal management and improvement.,"The publication of the human genome sequence in 2001 was a major step forward in knowledge 
necessary to understand the variations between individuals. For farmed species, genomic 
sequence information will facilitate the selection selection Subject Category: Techniques, …",https://www.cabdirect.org/cabdirect/abstract/20133419176,"D Iamartino, JL Williams, T Sonstegard, J Reecy… - Buffalo …, 2013 - cabdirect.org",2013
324 A progress report for the Efficient Dairy Genome Project.,Abstract The Efficient Dairy Genome Project is an international research initiative led by Canada that brings together research and industry experts and is focused on developing genomic selection tools for improving feed efficiency (FE) and decreasing methane …,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6285532/,"F Miglior, C Baes, A Cánovas, M Coffey… - Journal of Animal …, 2018 - ncbi.nlm.nih.gov",2018
Genome-wide identification of tissue-specific long non-coding RNA in three farm animal species,"… ; however, far less research has been focused on lncRNAs in farm animal species. While 
previous studies in chickens, cattle, and pigs … The goal of the FAANG Consortium (Functional 
Annotation of Animal Genomes) is to functionally annotate animal genomes, including the …",https://link.springer.com/article/10.1186/s12864-018-5037-7,"C Kern, Y Wang, J Chitwood, I Korf, M Delany… - BMC genomics, 2018 - Springer",2018
Effects of retroviruses on host genome function,"… As whole animal genome sequences become increasingly available, the wide range of 
evolutionary phenomenology related to ERVs is being revealed. Clearly, retroviruses are 
very old: Even the most ancient of proviruses bear all the features associated with modern …",https://www.annualreviews.org/doi/abs/10.1146/annurev.genet.42.110807.091501,"P Jern, JM Coffin - Annual review of genetics, 2008 - annualreviews.org",2008
Crop genome sequencing: lessons and rationales,"… Stimulated by the success of the human genome project and the prospect of DNA 
sequencing becoming a routine medical practice, the … Most of the animal genome sequencing 
projects have been justified by their relationship to, and understanding of, the human genome. …",https://www.sciencedirect.com/science/article/pii/S1360138510002311,"C Feuillet, JE Leach, J Rogers, PS Schnable… - Trends in plant …, 2011 - Elsevier",2011
Swine Genome Sequencing Consortium (SGSC): a strategic roadmap for sequencing the pig genome,"… animal research. Thus, the Allerton III Conference provided a venue for discussion of how 
genome sequences could be harvested to support the broader animal … project. Current 
calculations predict that at most 25 000 BACs will need to be sequence‐skimmed, since the human …",https://onlinelibrary.wiley.com/doi/abs/10.1002/cfg.479,"LB Schook, JE Beever, J Rogers… - Comparative and …, 2005 - Wiley Online Library",2005
'Race'and the human genome project: constructions of scientific legitimacy,"… We conclude that despite the promissory representation of the Human Genome Project as … 
Even minute 5 differences in DNA can have profound effects on how an animal or 6 human … 
5–6: ‘can have profound effects on how an animal or human looks and acts’). In the next extract…",https://journals.sagepub.com/doi/abs/10.1177/0957926504043707,"P McCann-Mortimer, M Augoustinos… - Discourse & …, 2004 - journals.sagepub.com",2004
Earth BioGenome Project: Sequencing life for the future of life,"… Driven by the technological advances made during the Human Genome Project, … the Human 
Genome Project to date have resulted just from sequencing the human genome and … potential 
for discoveries that will impact human, animal, and environmental health and the food and …",https://www.pnas.org/content/115/17/4325.short,"HA Lewin, GE Robinson, WJ Kress… - Proceedings of the …, 2018 - National Acad Sciences",2018
A comprehensive crop genome research project: the Superhybrid Rice Genome Project in China,"… It is envisaged that a majority of the major agricultural crop species will be sequenced within 
the next decade or so, nearly 10 years after large-scale sequencing became available for the 
genome research community, along with hundreds of animal and plant species, relevant to …",https://royalsocietypublishing.org/doi/abs/10.1098/rstb.2007.2031,"J Yu, G Ka-Shu Wong, S Liu… - … Transactions of the …, 2007 - royalsocietypublishing.org",2007
The Genome 10K Project: a way forward,"… The groups recognized nine important areas for discussion and recommendations that 
all bear on what a G10K species genome project should encompass. Detailed reports about 
each of these areas have been or will be published separately and deposited on the G10K …",https://www.annualreviews.org/doi/abs/10.1146/annurev-animal-090414-014900,"…, Genome 10K Community of Scientists… - Annu. Rev. Anim …, 2015 - annualreviews.org",2015
Beenomes to Bombyx: future directions in applied insect genomics,"… genome size based on estimates in the Animal Genome Size Database [4] as a predictor of 
direct sequencing costs. We estimate a mean genome … One privately funded genome project 
in this group, involving the tobacco budworm Heliothis virescens, is apparently complete but …",https://link.springer.com/article/10.1186/gb-2003-4-3-107,"JD Evans, D Gundersen-Rindal - Genome Biology, 2003 - Springer",2003
The impact of sequencing the bovine genome,"… ability to cooperate in maximizing the meager resources available for animal genome research. 
This included both formal and informal collaborations … Bovine genome mapping committees 
within the International Society for Animal Genetics (ISAG) have been active since 1990. …",https://www.publish.csiro.au/an/EA05229,"JE Womack - Australian Journal of Experimental Agriculture, 2006 - CSIRO Publishing",2006
Construction of a new porcine whole‐genome framework map using a radiation hybrid panel,"… ) with the human genome (HSA). We report here the construction of a new porcine RH panel 
and a framework map of a whole genome. This … This study was supported by the Japan 
Racing Association (JRA) and funded by a Grant for Animal Genome Project of the Ministry of …",https://onlinelibrary.wiley.com/doi/abs/10.1046/j.1365-2052.2003.00984.x,"N Hamasima, H Suzuki, A Mikawa, T Morozumi… - Animal …, 2003 - Wiley Online Library",2003
The first sugarcane genome assembly: how can we use it?,"… Abstract : The Human Genome Project was started in 1990 and was expected to take 15 
years at a cost of $3 billion, funded by the US … the project, the first rough draft was completed 
ahead of schedule in 2000. The major announcement of the essentially complete genome was …",https://www.cabdirect.org/cabdirect/abstract/20173009408,"K Aitken, P Berkman, A Rae - … of the 38th Conference of the …, 2016 - cabdirect.org",2016
Genome sequencing of rumen bacteria and archaea and its application to methane mitigation strategies,"… This project will expand our knowledge of the rumen microbiome significantly. … This 
paper was published as part of a supplement to animal, publication of which was supported 
by the Greenhouse Gases & Animal Agriculture Conference 2013. The papers included in this …",https://www.cambridge.org/core/journals/animal/article/genome-sequencing-of-rumen-bacteria-and-archaea-and-its-application-to-methane-mitigation-strategies/F0A7DADC5BF018B068BED2047C3BDC2C,"SC Leahy, WJ Kelly, RS Ronimus, N Wedlock… - Animal, 2013 - cambridge.org",2013
Animal models of human placentation–a review,"… In tandem with the comparative genome project, new species are likely to be introduced 
as laboratory animals. Some of these might prove useful as models for human pregnancy. 
The hope is that comparative genomics will offer insights into disease processes; not least …",https://www.sciencedirect.com/science/article/pii/S0143400406002724,"AM Carter - Placenta, 2007 - Elsevier",2007
Important progresses in the animal and plant genome XXVII conference.,"… In order to explore the global frontiers of genomics research, this paper summarized the 
major achievements of 15 related research topics in the plant and animal genome XXVII 
conference, representing the current genomics research hotspots of model organisms, cropscrops…",https://www.cabdirect.org/cabdirect/abstract/20193508076,"Q Liu, XY Li, WK Xu, JSH Harrison - Journal of Yangzhou University …, 2019 - cabdirect.org",2019
Human Genome project,"The Human Genome Project finalized research in 2003 but testing still goes on. Today 
scientists still work on finding ways to use the human genome to cure diseases but also see the 
possibility of using the human genome to catch diseases before they occur or spread through …",https://sites.google.com/a/isd318.org/bigforknews/human-genome-project,G Wanner - 2003 - sites.google.com,0
"Genetic variation in resistance to repeated infections with Heligmosomoides polygyrus bakeri, in inbred mouse strains selected for the mouse genome project","Since the publication of the mouse genome, attention has focused on the strains that were 
selected for sequencing. In this paper we report the results of experiments that characterized 
the response to infection with the murine gastrointestinal nematode Heligmosomoides …",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-3024.2005.00810.x,"JM Behnke, JM Mugambi, S Clifford… - Parasite …, 2006 - Wiley Online Library",2006
A medaka gene map: the trace of ancestral vertebrate proto-chromosomes revealed by comparative gene mapping,"… ) and the genome-wide comparison of linkage relationships among vertebrate species, we 
have carried out a large-scale EST analysis and gene mapping project. Here we report the 
mapping of a total of 818 genes and ESTs that BLASTX searches indicate to be orthologs of …",https://genome.cshlp.org/content/14/5/820.short,"K Naruse, M Tanaka, K Mita, A Shima… - Genome …, 2004 - genome.cshlp.org",2004
The human genome project and its impact on psychiatry,"… We readily acknowledge that it is difficult (and will probably remain difficult) to determine 
the way in which genes contribute to behavioral phenotypes, and for most cognitive disorders 
it may be impossible to create fully satisfactory animal models. But there are a number of steps …",https://www.annualreviews.org/doi/abs/10.1146/annurev.neuro.25.112701.142853,"WM Cowan, KL Kopnisky… - Annual Review of …, 2002 - annualreviews.org",2002
Genome databases suffer from the human touch,"… found that 18% of public databases of bacterial, plant and animal genome sequences 
contain stretches of human DNA, possibly as a result … decided to investigate genome-database 
contamination after discovering human sequences in a project on the genome of the zebrafish (…",https://www.nature.com/articles/news.2011.99.pdf?origin=ppub,ML Phillips - 2011 - nature.com,0
